,city,time,co,no2,o3,pm10,pm25,so2,w,p,t,temperature,pressure,humidity,temp_min,temp_max,cloud,wind_speed,wind_degree,longitude,latitude,accident_num
36,Moscow,2019-11-22 14:00:00,10,27.5,4.8,84,99,0.1,0,1031.1,-3.3,269,1045,53,268.15,270.37,5,3,140,37.62,55.75,943
37,Stockholm,2019-11-22 10:00:00,0,9.2,0,15,0,0,5.1,0,0,,,,,,,,,,,
38,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,137
39,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,135
40,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,138
41,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,135
42,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,137
43,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
44,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,138
45,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
46,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,137
47,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,135
48,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,138
49,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,135
50,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,137
51,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
52,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,138
53,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
54,Beijing,2019-11-22 20:00:00,19.9,49.9,0.9,109,204,4.6,0.5,0,0,281.62,1020,81,280.15,282.59,88,1,0,116.39,39.91,
55,Budapest,2019-11-22 12:00:00,5.4,20.2,6.7,18,94,4.1,0.8,1017.6,11.5,284.77,1016,62,284.26,285.37,93,5.7,120,19.04,47.5,199
56,Barcelona,2019-11-22 12:00:00,0.1,41.2,1.7,22,0,1.6,0.1,0,0,287.35,1002,72,282.04,289.82,20,2.1,200,2.18,41.38,
57,Tokyo,2019-11-22 21:00:00,5.6,25.1,12.8,14,1,1.5,0,1028.6,8.3,283.02,1028,93,282.04,284.15,75,9.3,340,139.76,35.68,
58,Dortmund,2019-11-22 12:00:00,0,22.4,0.9,20,0,2.6,2.2,0,10.2,282.64,1005,71,280.93,284.82,100,4.6,180,7.47,51.51,44
59,Moscow,2019-11-22 14:00:00,10,27.5,4.8,84,99,0.1,0,1031.1,-3.3,269,1045,53,268.15,270.37,5,3,140,37.62,55.75,943
60,Stockholm,2019-11-22 10:00:00,0,9.2,0,15,0,0,5.1,0,0,,,,,,,,,,,
61,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,137
62,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,135
63,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,138
64,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,135
65,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,137
66,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
67,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,138
68,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
69,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,137
70,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,135
71,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,138
72,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,135
73,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,137
74,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
75,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,138
76,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
77,Beijing,2019-11-22 20:00:00,21.7,49.9,0.9,109,204,4.6,0.5,0,0,281.62,1020,81,280.15,282.59,88,1,0,116.39,39.91,
78,Budapest,2019-11-22 12:00:00,5.4,20.2,6.7,18,94,4.1,0.8,1017.6,11.5,284.77,1016,62,284.26,285.37,93,5.7,120,19.04,47.5,199
79,Barcelona,2019-11-22 12:00:00,0.1,41.2,1.7,22,0,1.6,0.1,0,0,287.35,1002,72,282.04,289.82,20,2.1,200,2.18,41.38,
80,Tokyo,2019-11-22 21:00:00,5.6,25.1,12.8,14,1,1.5,0,1028.6,8.3,283.02,1028,93,282.04,284.15,75,9.3,340,139.76,35.68,
81,Dortmund,2019-11-22 12:00:00,0,22.4,0.9,20,0,2.6,2.2,0,10.2,282.64,1005,71,280.93,284.82,100,4.6,180,7.47,51.51,44
82,Moscow,2019-11-22 14:00:00,10,27.5,4.8,84,99,0.1,0,1031.1,-3.3,269,1045,53,268.15,270.37,5,3,140,37.62,55.75,943
83,Stockholm,2019-11-22 10:00:00,0,9.2,0,15,0,0,5.1,0,0,,,,,,,,,,,
84,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,137
85,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,135
86,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,138
87,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,135
88,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,137
89,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
90,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,138
91,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
92,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,137
93,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,135
94,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,138
95,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,135
96,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,137
97,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
98,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,138
99,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
100,Beijing,2019-11-22 20:00:00,21.7,49.9,0.9,109,204,4.6,0.5,0,0,281.62,1020,81,280.15,282.59,88,1,0,116.39,39.91,
101,Budapest,2019-11-22 12:00:00,5.4,20.2,6.7,18,94,4.1,0.8,1017.6,11.5,284.77,1016,62,284.26,285.37,93,5.7,120,19.04,47.5,199
102,Barcelona,2019-11-22 12:00:00,0.1,41.2,1.7,22,0,1.6,0.1,0,0,287.35,1002,72,282.04,289.82,20,2.1,200,2.18,41.38,
103,Tokyo,2019-11-22 21:00:00,5.6,25.1,12.8,14,1,1.5,0,1028.6,8.3,283.02,1028,93,282.04,284.15,75,9.3,340,139.76,35.68,
104,Dortmund,2019-11-22 12:00:00,0,22.4,0.9,20,0,2.6,2.2,0,10.2,282.64,1005,71,280.93,284.82,100,4.6,180,7.47,51.51,44
105,Moscow,2019-11-22 14:00:00,10,27.5,4.8,84,99,0.1,0,1031.1,-3.3,269,1045,53,268.15,270.37,5,3,140,37.62,55.75,943
106,Stockholm,2019-11-22 10:00:00,0,9.2,0,15,0,0,5.1,0,0,,,,,,,,,,,
107,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,137
108,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,135
109,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,138
110,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.14,1000,66,282.04,284.26,69,5.7,130,2.35,48.86,135
111,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,137
112,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
113,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,138
114,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
115,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,137
116,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,135
117,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,138
118,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.84,999,66,282.59,284.82,69,5.1,130,2.35,48.86,135
119,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,137
120,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
121,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,138
122,Paris,2019-11-22 11:00:00,0.1,32.6,4.3,33,60,0.4,0.1,998.5,0,283.77,999,66,283.15,284.82,69,5.1,130,2.35,48.86,135
123,Beijing,2019-11-22 21:00:00,28.1,50.9,0.9,131,212,7.6,0.5,0,0,280.97,1020,75,278.15,282.04,88,0.98,359,116.39,39.91,
124,Budapest,2019-11-22 13:00:00,5.3,15.3,7.4,12,94,4.3,0.8,1017.1,12.7,284.24,1016,71,283.71,284.82,40,5.7,120,19.04,47.5,200
125,Barcelona,2019-11-22 13:00:00,0.1,37.5,1.7,23,0,1.6,0.3,1001.8,16.1,287.73,1001,77,282.59,290.37,20,3.1,200,2.18,41.38,
126,Tokyo,2019-11-22 22:00:00,4.5,24.1,13.6,12,1,1.5,0,1028.2,8.3,283.2,1027,93,282.59,284.26,75,10.8,350,139.76,35.68,
127,Dortmund,2019-11-22 13:00:00,0,19.2,0.9,20,0,2.6,1.3,0,10.8,282,1005,76,279.82,283.15,20,4.6,160,7.47,51.51,38
128,Moscow,2019-11-22 16:00:00,8.2,27.3,2.5,96,97,0.1,0,1030.1,-1.6,266.84,1044,62,264.15,269.26,63,3,150,37.62,55.75,945
129,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.57,1022,93,277.04,278.71,75,5.1,120,18.07,59.33,24
130,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.57,1022,93,277.04,278.71,75,5.1,120,18.07,59.33,24
131,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.57,1022,93,277.04,278.71,75,5.1,120,18.07,59.33,24
132,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.57,1022,93,277.04,278.71,75,5.1,120,18.07,59.33,23
133,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.37,1021,93,277.04,278.15,75,5.1,120,18.07,59.33,24
134,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.37,1021,93,277.04,278.15,75,5.1,120,18.07,59.33,24
135,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.37,1021,93,277.04,278.15,75,5.1,120,18.07,59.33,24
136,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.37,1021,93,277.04,278.15,75,5.1,120,18.07,59.33,23
137,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.37,1021,93,277.04,278.15,75,5.1,120,18.07,59.33,24
138,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.37,1021,93,277.04,278.15,75,5.1,120,18.07,59.33,24
139,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.37,1021,93,277.04,278.15,75,5.1,120,18.07,59.33,24
140,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.37,1021,93,277.04,278.15,75,5.1,120,18.07,59.33,23
141,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.37,1021,93,277.04,278.15,75,5.1,120,18.07,59.33,24
142,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.37,1021,93,277.04,278.15,75,5.1,120,18.07,59.33,24
143,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.37,1021,93,277.04,278.15,75,5.1,120,18.07,59.33,24
144,Stockholm,2019-11-22 11:00:00,0,9.2,0,16,0,0,6.6,0,0,277.37,1021,93,277.04,278.15,75,5.1,120,18.07,59.33,23
145,Paris,2019-11-22 13:00:00,0.1,26.4,10.6,31,72,0.9,1.3,995.5,11.3,284.29,996,58,283.15,285.37,52,7.2,110,2.35,48.86,142
146,Beijing,2019-11-22 22:00:00,29.9,49.9,0.9,134,212,8.2,0.5,0,0,281.7,1020,75,281.15,282.04,88,2,330,116.39,39.91,
147,Budapest,2019-11-22 14:00:00,5.8,16.1,7.5,15,94,5,0.6,1017.3,11.9,283.68,1017,71,282.59,284.26,75,4.1,130,19.04,47.5,200
148,Barcelona,2019-11-22 14:00:00,0.1,36.6,3.3,23,0,1.1,0,1000.9,15.5,287.26,1000,72,282.59,289.26,40,5.7,210,2.18,41.38,
149,Tokyo,2019-11-22 23:00:00,5.6,23.2,11.2,9,1,1.5,0,1027.3,8.8,283.31,1026,93,282.15,284.26,75,10.8,350,139.76,35.68,
150,Dortmund,2019-11-22 14:00:00,0,20.2,0.9,20,0,2.6,1.8,0,10.1,281.09,1005,75,278.71,282.59,100,2.6,190,7.47,51.51,36
151,Moscow,2019-11-22 17:00:00,7.9,26.7,2.5,89,97,0.2,0,1029.7,-3.3,266.84,1044,62,265.15,268.71,63,3,150,37.62,55.75,941
152,Stockholm,2019-11-22 14:00:00,0,3.5,0,13,0,0,5.6,0,0,277.28,1022,93,276.15,278.15,75,7.2,120,18.07,59.33,26
153,Paris,2019-11-22 15:00:00,0.1,24.9,16.5,23,55,1.1,0.7,994.2,10.5,282.84,995,76,282.04,283.71,52,5.7,90,2.35,48.86,161
154,Beijing,2019-11-22 23:00:00,29,48.9,0.9,131,214,7.6,0.5,0,0,281.2,1020,70,279.26,282.04,92,2,330,116.39,39.91,
155,Budapest,2019-11-22 15:00:00,5.8,19.6,5.6,24,94,5,0.2,1017.6,11.3,283.26,1017,76,282.59,284.26,75,4.6,130,19.04,47.5,200
156,Barcelona,2019-11-22 15:00:00,0.1,31.1,7.4,24,0,1.1,2.2,1000.6,15.8,287.05,999,77,282.04,289.26,40,5.1,210,2.18,41.38,
157,Tokyo,2019-11-22 23:00:00,5.6,23.2,11.2,9,1,1.5,0,1027.3,8.8,283.31,1026,93,282.15,284.26,75,10.8,350,139.76,35.68,
158,Dortmund,2019-11-22 15:00:00,0,19.2,0.9,20,0,2.6,3.5,0,9.5,280.17,1005,81,278.71,281.48,100,2.6,0,7.47,51.51,35
159,Moscow,2019-11-22 18:00:00,7.9,25.8,2.4,86,102,0.1,0,1029.2,-3.8,266.19,1044,67,263.15,268.71,81,2,150,37.62,55.75,942
160,Stockholm,2019-11-22 15:00:00,0,8.5,0,16,0,0,5.7,1024.2,3.8,277.53,1022,93,277.04,278.71,75,6.2,120,18.07,59.33,23
161,Paris,2019-11-22 15:00:00,0.1,24.9,16.5,23,55,1.1,0.7,994.2,10.5,282.84,995,76,282.04,283.71,52,5.7,90,2.35,48.86,161
162,Beijing,2019-11-23 00:00:00,28.1,48.9,0.9,128,211,7.1,1.5,0,0,280.79,1020,75,279.26,282.04,92,1,60,116.39,39.91,
163,Budapest,2019-11-22 16:00:00,6.7,23.5,3.6,24,94,4.7,0.3,1017.9,11.1,282.95,1017,76,282.15,283.71,75,3.6,100,19.04,47.5,199
164,Barcelona,2019-11-22 16:00:00,0.1,28.4,9.4,24,0,1.1,0,999.9,16.1,286.83,998,82,282.04,289.26,75,3.6,200,2.18,41.38,
165,Tokyo,2019-11-23 01:00:00,5.6,13.9,15.2,6,1,1.5,0,1026.2,9.4,283.45,1026,93,282.15,284.82,75,10.8,350,139.76,35.68,
166,Dortmund,2019-11-22 16:00:00,0,19.7,0.9,20,0,2.6,0.8,0,8.1,279.47,1005,81,277.04,280.93,98,3.1,110,7.47,51.51,38
